Counter,Date/time,Location,mag_x,mag_y,mag_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
995,2023-05-04 04:49:09.970513,IERS2010 latitude -51.5157 N longitude 154.2919 E elevation 428916.3 m,38.268,9.286,-44.772,316.62,336.969,67.638,0.003,-0.002,-0.0
996,2023-05-04 04:49:13.069916,IERS2010 latitude -51.5373 N longitude 154.5972 E elevation 428923.0 m,38.354,9.28,-44.879,316.567,336.884,68.065,0.003,0.002,0.001
997,2023-05-04 04:49:16.164984,IERS2010 latitude -51.5580 N longitude 154.9030 E elevation 428929.4 m,38.405,9.49,-44.693,316.418,336.661,68.182,0.003,0.001,-0.002
998,2023-05-04 04:49:19.258318,IERS2010 latitude -51.5779 N longitude 155.2088 E elevation 428935.5 m,38.538,9.899,-44.63,316.249,336.294,68.3,0.004,0.001,0.0
999,2023-05-04 04:49:22.352966,IERS2010 latitude -51.5969 N longitude 155.5146 E elevation 428941.3 m,38.573,9.802,-44.757,316.124,336.581,68.233,0.002,0.001,-0.001
1000,2023-05-04 04:49:25.448092,IERS2010 latitude -51.6150 N longitude 155.8206 E elevation 428946.7 m,38.45,9.81,-44.952,315.662,336.061,67.9,0.003,0.001,-0.001
1001,2023-05-04 04:49:29.121824,IERS2010 latitude -51.6355 N longitude 156.1867 E elevation 428952.9 m,38.33,9.988,-44.535,315.327,335.881,68.503,0.0,0.004,0.001
1002,2023-05-04 04:49:32.217977,IERS2010 latitude -51.6517 N longitude 156.4914 E elevation 428957.7 m,38.171,10.255,-44.561,315.139,336.012,68.511,0.001,0.001,-0.0
1003,2023-05-04 04:49:35.321208,IERS2010 latitude -51.6670 N longitude 156.7985 E elevation 428962.3 m,38.476,10.085,-44.781,314.915,335.81,68.458,0.003,-0.0,-0.001
1004,2023-05-04 04:49:38.424284,IERS2010 latitude -51.6816 N longitude 157.1067 E elevation 428966.5 m,38.175,10.009,-44.599,314.841,335.544,69.084,0.002,0.002,0.001
1005,2023-05-04 04:49:41.524203,IERS2010 latitude -51.6953 N longitude 157.4149 E elevation 428970.5 m,38.045,10.156,-44.944,314.523,335.639,68.778,0.003,0.001,0.0
1006,2023-05-04 04:49:44.627317,IERS2010 latitude -51.7080 N longitude 157.7233 E elevation 428974.2 m,38.009,10.286,-44.886,314.713,335.542,68.692,0.002,0.002,-0.001
1007,2023-05-04 04:49:47.719174,IERS2010 latitude -51.7199 N longitude 158.0316 E elevation 428977.5 m,37.994,10.625,-44.815,314.883,335.329,68.908,0.003,0.001,-0.0
1008,2023-05-04 04:49:50.821479,IERS2010 latitude -51.7309 N longitude 158.3391 E elevation 428980.6 m,38.043,10.91,-44.898,314.784,335.475,68.782,-0.001,0.002,0.001
1009,2023-05-04 04:49:53.913801,IERS2010 latitude -51.7411 N longitude 158.6480 E elevation 428983.4 m,38.192,11.005,-44.906,314.724,335.768,68.623,0.001,0.001,-0.001
1010,2023-05-04 04:49:57.016396,IERS2010 latitude -51.7503 N longitude 158.9559 E elevation 428985.8 m,38.211,10.947,-45.215,314.749,335.592,68.755,0.007,0.002,-0.0
1011,2023-05-04 04:50:00.686609,IERS2010 latitude -51.7602 N longitude 159.3247 E elevation 428988.4 m,38.428,10.796,-44.745,314.741,336.183,68.703,0.002,0.002,-0.001
1012,2023-05-04 04:50:03.776441,IERS2010 latitude -51.7675 N longitude 159.6302 E elevation 428990.2 m,38.231,10.889,-44.325,314.743,335.983,68.488,0.003,0.004,0.0
1013,2023-05-04 04:50:06.876836,IERS2010 latitude -51.7739 N longitude 159.9388 E elevation 428991.7 m,38.205,11.122,-45.019,314.791,336.105,68.844,0.001,0.001,-0.001
1014,2023-05-04 04:50:09.971725,IERS2010 latitude -51.7795 N longitude 160.2480 E elevation 428992.9 m,38.325,11.269,-45.162,315.28,336.382,68.337,-0.003,0.004,0.001
1015,2023-05-04 04:50:13.064947,IERS2010 latitude -51.7842 N longitude 160.5568 E elevation 428993.8 m,38.333,11.503,-44.735,315.685,336.095,67.679,0.006,0.001,-0.0
1016,2023-05-04 04:50:16.160880,IERS2010 latitude -51.7880 N longitude 160.8654 E elevation 428994.5 m,38.219,11.538,-44.634,315.498,335.944,67.5,0.003,0.002,-0.0
1017,2023-05-04 04:50:19.262847,IERS2010 latitude -51.7910 N longitude 161.1740 E elevation 428994.8 m,38.184,11.644,-44.69,315.81,336.064,67.509,0.001,-0.001,0.001
1018,2023-05-04 04:50:22.362895,IERS2010 latitude -51.7930 N longitude 161.4841 E elevation 428994.8 m,37.884,11.673,-44.545,315.802,336.429,67.434,0.004,0.003,-0.001
1019,2023-05-04 04:50:25.457647,IERS2010 latitude -51.7942 N longitude 161.7930 E elevation 428994.6 m,37.83,11.482,-44.62,315.749,336.137,67.312,0.003,0.001,-0.003
1020,2023-05-04 04:50:28.546257,IERS2010 latitude -51.7945 N longitude 162.1019 E elevation 428994.0 m,37.78,11.354,-44.953,315.538,336.02,67.249,0.003,0.002,-0.0
1021,2023-05-04 04:50:32.212895,IERS2010 latitude -51.7937 N longitude 162.4699 E elevation 428992.9 m,37.778,11.55,-44.954,315.755,336.205,67.68,0.003,0.002,0.001
1022,2023-05-04 04:50:35.303764,IERS2010 latitude -51.7921 N longitude 162.7764 E elevation 428991.7 m,37.727,11.619,-45.007,315.634,336.191,67.942,0.002,0.001,-0.0
1023,2023-05-04 04:50:38.399315,IERS2010 latitude -51.7896 N longitude 163.0849 E elevation 428990.2 m,37.732,11.857,-44.794,315.429,336.515,68.376,0.003,0.001,-0.0
1024,2023-05-04 04:50:41.502706,IERS2010 latitude -51.7862 N longitude 163.3937 E elevation 428988.4 m,37.877,12.077,-44.937,315.372,336.631,68.172,0.003,0.001,-0.001
1025,2023-05-04 04:50:44.597965,IERS2010 latitude -51.7819 N longitude 163.7034 E elevation 428986.3 m,38.106,12.323,-44.95,315.624,336.811,68.13,0.007,0.001,-0.004
1026,2023-05-04 04:50:47.697533,IERS2010 latitude -51.7768 N longitude 164.0121 E elevation 428983.9 m,38.096,12.448,-44.78,315.427,336.957,68.479,0.005,0.002,-0.0
1027,2023-05-04 04:50:50.800457,IERS2010 latitude -51.7708 N longitude 164.3212 E elevation 428981.1 m,38.133,12.434,-44.363,315.359,336.849,68.503,0.006,0.003,0.0
1028,2023-05-04 04:50:53.887707,IERS2010 latitude -51.7638 N longitude 164.6304 E elevation 428978.1 m,38.159,12.306,-44.466,315.223,337.05,68.306,0.005,0.003,-0.001
1029,2023-05-04 04:50:56.983728,IERS2010 latitude -51.7561 N longitude 164.9382 E elevation 428974.8 m,38.08,12.216,-45.005,314.742,337.5,68.238,0.002,-0.0,-0.0
1030,2023-05-04 04:51:00.087655,IERS2010 latitude -51.7474 N longitude 165.2464 E elevation 428971.2 m,38.078,12.443,-44.937,314.88,337.583,68.149,0.003,0.001,-0.001
1031,2023-05-04 04:51:04.001516,IERS2010 latitude -51.7351 N longitude 165.6395 E elevation 428966.2 m,38.192,12.564,-44.822,314.483,337.864,67.915,0.005,0.004,-0.001
1032,2023-05-04 04:51:07.093539,IERS2010 latitude -51.7246 N longitude 165.9451 E elevation 428962.0 m,37.933,12.659,-44.233,314.387,337.95,67.987,0.003,0.004,-0.004
1033,2023-05-04 04:51:10.183657,IERS2010 latitude -51.7131 N longitude 166.2528 E elevation 428957.4 m,38.175,12.758,-44.55,314.394,337.752,68.37,0.002,0.003,0.001
1034,2023-05-04 04:51:13.275346,IERS2010 latitude -51.7007 N longitude 166.5599 E elevation 428952.5 m,38.167,12.815,-44.642,314.451,337.837,68.272,0.005,0.001,-0.001
1035,2023-05-04 04:51:16.368437,IERS2010 latitude -51.6874 N longitude 166.8670 E elevation 428947.4 m,38.028,13.123,-44.786,314.735,337.701,67.908,0.002,0.002,-0.001
1036,2023-05-04 04:51:19.458883,IERS2010 latitude -51.6733 N longitude 167.1741 E elevation 428941.9 m,38.169,13.378,-44.863,314.759,337.56,67.894,0.003,0.002,0.0
1037,2023-05-04 04:51:22.556797,IERS2010 latitude -51.6583 N longitude 167.4808 E elevation 428936.2 m,38.019,13.144,-44.704,314.801,337.578,68.221,0.003,0.003,-0.003
1038,2023-05-04 04:51:25.659865,IERS2010 latitude -51.6425 N longitude 167.7881 E elevation 428930.1 m,37.854,13.399,-44.339,314.482,337.619,68.556,0.007,0.002,-0.0
1039,2023-05-04 04:51:28.766306,IERS2010 latitude -51.6257 N longitude 168.0955 E elevation 428923.7 m,38.038,13.662,-44.427,314.194,337.567,68.394,0.004,0.003,-0.001
1040,2023-05-04 04:51:31.861806,IERS2010 latitude -51.6080 N longitude 168.4031 E elevation 428917.1 m,38.128,13.626,-44.342,313.854,337.311,67.95,0.004,0.004,0.0
1041,2023-05-04 04:51:34.952733,IERS2010 latitude -51.5895 N longitude 168.7093 E elevation 428910.1 m,38.254,13.491,-43.749,313.876,337.239,67.864,0.0,0.002,-0.001
1042,2023-05-04 04:51:38.048097,IERS2010 latitude -51.5702 N longitude 169.0147 E elevation 428902.9 m,38.314,13.599,-43.705,314.042,337.582,68.301,0.002,0.003,0.0
1043,2023-05-04 04:51:41.143908,IERS2010 latitude -51.5500 N longitude 169.3202 E elevation 428895.4 m,38.223,13.773,-43.464,314.487,337.581,68.054,0.003,0.005,-0.001
1044,2023-05-04 04:51:44.242656,IERS2010 latitude -51.5289 N longitude 169.6258 E elevation 428887.6 m,38.125,13.555,-43.8,314.957,337.698,68.038,0.001,0.001,-0.003
1045,2023-05-04 04:51:47.339718,IERS2010 latitude -51.5069 N longitude 169.9312 E elevation 428879.4 m,37.96,13.796,-44.149,315.143,337.538,67.824,0.005,0.002,-0.003
1046,2023-05-04 04:51:50.433194,IERS2010 latitude -51.4842 N longitude 170.2357 E elevation 428871.0 m,38.037,13.664,-44.04,315.26,337.582,67.883,0.003,0.001,-0.001
1047,2023-05-04 04:51:53.527603,IERS2010 latitude -51.4605 N longitude 170.5403 E elevation 428862.3 m,38.166,13.859,-43.696,315.194,337.33,67.905,0.005,0.004,-0.0
1048,2023-05-04 04:51:56.617970,IERS2010 latitude -51.4360 N longitude 170.8443 E elevation 428853.3 m,38.183,14.156,-43.397,315.355,337.278,68.077,0.005,0.004,-0.002
1049,2023-05-04 04:51:59.711076,IERS2010 latitude -51.4107 N longitude 171.1476 E elevation 428844.1 m,38.1,14.272,-43.649,315.024,337.179,68.236,-0.0,0.003,-0.001
1050,2023-05-04 04:52:02.804776,IERS2010 latitude -51.3845 N longitude 171.4505 E elevation 428834.5 m,38.401,14.489,-44.197,315.108,337.107,67.789,0.001,0.003,-0.002
1051,2023-05-04 04:52:05.904129,IERS2010 latitude -51.3574 N longitude 171.7535 E elevation 428824.6 m,38.437,14.675,-44.385,315.365,337.003,67.77,0.002,-0.0,-0.003
1052,2023-05-04 04:52:09.001484,IERS2010 latitude -51.3294 N longitude 172.0568 E elevation 428814.4 m,38.386,14.549,-44.582,315.431,337.426,67.68,0.005,0.004,-0.001
1053,2023-05-04 04:52:12.095181,IERS2010 latitude -51.3007 N longitude 172.3589 E elevation 428804.0 m,38.455,14.611,-44.583,315.024,337.329,67.257,0.005,0.001,-0.002
1054,2023-05-04 04:52:15.198796,IERS2010 latitude -51.2711 N longitude 172.6609 E elevation 428793.2 m,38.577,14.858,-44.062,314.9,337.404,67.783,0.006,0.001,-0.004
1055,2023-05-04 04:52:18.300471,IERS2010 latitude -51.2405 N longitude 172.9631 E elevation 428782.2 m,38.394,14.632,-44.214,314.506,337.026,67.686,0.003,0.002,-0.0
1056,2023-05-04 04:52:21.397079,IERS2010 latitude -51.2091 N longitude 173.2648 E elevation 428770.8 m,38.368,14.567,-44.081,314.146,336.941,67.726,0.001,0.002,0.002
1057,2023-05-04 04:52:24.492429,IERS2010 latitude -51.1770 N longitude 173.5654 E elevation 428759.2 m,38.398,14.637,-43.961,314.173,337.209,67.854,0.003,0.001,0.001
1058,2023-05-04 04:52:27.595857,IERS2010 latitude -51.1440 N longitude 173.8656 E elevation 428747.3 m,38.438,14.481,-43.968,314.143,337.135,68.081,0.001,0.001,-0.0
1059,2023-05-04 04:52:30.698761,IERS2010 latitude -51.1101 N longitude 174.1662 E elevation 428735.1 m,38.316,14.568,-43.857,313.936,337.02,67.707,-0.0,0.001,0.001
1060,2023-05-04 04:52:33.801638,IERS2010 latitude -51.0753 N longitude 174.4662 E elevation 428722.6 m,38.205,14.756,-43.76,313.706,336.937,67.488,0.003,0.002,0.001
1061,2023-05-04 04:52:36.902024,IERS2010 latitude -51.0397 N longitude 174.7659 E elevation 428709.8 m,38.266,15.112,-43.926,313.85,337.022,67.627,0.001,0.002,0.0
1062,2023-05-04 04:52:39.997755,IERS2010 latitude -51.0034 N longitude 175.0642 E elevation 428696.7 m,38.517,15.115,-43.841,313.897,336.957,67.805,0.003,0.001,0.001
1063,2023-05-04 04:52:43.091954,IERS2010 latitude -50.9662 N longitude 175.3625 E elevation 428683.4 m,38.459,15.256,-43.802,314.11,336.937,68.016,0.002,0.001,0.0
1064,2023-05-04 04:52:46.190129,IERS2010 latitude -50.9283 N longitude 175.6595 E elevation 428669.8 m,38.397,15.487,-44.166,314.067,337.044,68.368,0.003,0.001,-0.0
1065,2023-05-04 04:52:49.290156,IERS2010 latitude -50.8894 N longitude 175.9567 E elevation 428655.8 m,38.389,15.473,-43.269,314.265,337.086,68.178,-0.001,0.0,0.0
1066,2023-05-04 04:52:52.393571,IERS2010 latitude -50.8497 N longitude 176.2535 E elevation 428641.6 m,38.293,15.681,-43.384,314.329,337.384,68.418,0.002,-0.002,-0.001
1067,2023-05-04 04:52:55.487084,IERS2010 latitude -50.8092 N longitude 176.5499 E elevation 428627.1 m,38.259,15.879,-43.661,313.901,336.933,68.583,0.001,0.003,0.0
1068,2023-05-04 04:52:58.579415,IERS2010 latitude -50.7680 N longitude 176.8449 E elevation 428612.4 m,38.158,15.852,-43.766,314.193,337.062,68.716,0.0,0.003,-0.001
1069,2023-05-04 04:53:01.665345,IERS2010 latitude -50.7260 N longitude 177.1389 E elevation 428597.4 m,38.022,15.914,-43.673,314.137,336.863,68.664,0.0,0.002,0.0
1070,2023-05-04 04:53:04.759266,IERS2010 latitude -50.6832 N longitude 177.4326 E elevation 428582.1 m,37.572,15.995,-43.478,314.1,336.993,68.639,0.001,0.005,-0.002
1071,2023-05-04 04:53:07.855845,IERS2010 latitude -50.6396 N longitude 177.7260 E elevation 428566.5 m,37.718,16.308,-43.51,313.847,336.722,68.475,0.001,0.003,-0.001
1072,2023-05-04 04:53:10.949966,IERS2010 latitude -50.5951 N longitude 178.0188 E elevation 428550.6 m,37.947,16.315,-43.489,313.585,336.429,68.459,0.002,0.002,-0.001
1073,2023-05-04 04:53:14.044612,IERS2010 latitude -50.5499 N longitude 178.3111 E elevation 428534.4 m,38.198,16.42,-43.38,313.48,336.621,68.437,0.003,0.003,-0.002
1074,2023-05-04 04:53:17.143708,IERS2010 latitude -50.5037 N longitude 178.6032 E elevation 428518.0 m,38.312,16.525,-43.403,313.256,336.869,68.251,0.001,0.003,0.001
1075,2023-05-04 04:53:20.242853,IERS2010 latitude -50.4568 N longitude 178.8949 E elevation 428501.2 m,38.386,16.695,-43.534,313.254,336.741,67.685,0.005,0.0,-0.003
1076,2023-05-04 04:53:23.334362,IERS2010 latitude -50.4091 N longitude 179.1854 E elevation 428484.3 m,38.402,16.882,-43.558,313.116,336.633,67.601,0.005,0.001,-0.0
1077,2023-05-04 04:53:26.432632,IERS2010 latitude -50.3607 N longitude 179.4753 E elevation 428467.0 m,38.448,16.938,-43.231,312.993,336.68,67.916,0.004,0.002,0.001
1078,2023-05-04 04:53:29.534602,IERS2010 latitude -50.3114 N longitude 179.7648 E elevation 428449.4 m,38.249,16.822,-43.335,313.113,336.428,67.74,0.001,0.003,0.001
1079,2023-05-04 04:53:32.633338,IERS2010 latitude -50.2613 N longitude -179.9458 E elevation 428431.6 m,38.099,16.768,-43.083,313.399,336.435,67.52,0.005,0.001,0.001
1080,2023-05-04 04:53:35.732487,IERS2010 latitude -50.2104 N longitude -179.6572 E elevation 428413.5 m,38.061,16.72,-43.155,313.11,336.31,67.77,0.003,0.001,-0.002
1081,2023-05-04 04:53:38.836331,IERS2010 latitude -50.1587 N longitude -179.3692 E elevation 428395.1 m,38.074,17.04,-43.172,313.222,336.281,67.732,0.003,0.0,0.0
1082,2023-05-04 04:53:41.939512,IERS2010 latitude -50.1062 N longitude -179.0817 E elevation 428376.4 m,38.143,17.119,-42.947,313.033,336.221,68.32,0.003,0.002,-0.001
1083,2023-05-04 04:53:45.041638,IERS2010 latitude -50.0530 N longitude -178.7949 E elevation 428357.4 m,38.132,17.134,-43.083,313.261,336.304,68.173,0.003,0.001,-0.0
1084,2023-05-04 04:53:48.137582,IERS2010 latitude -49.9990 N longitude -178.5088 E elevation 428338.2 m,38.074,16.982,-43.194,313.302,336.284,67.767,0.0,0.002,0.0
1085,2023-05-04 04:53:51.227468,IERS2010 latitude -49.9443 N longitude -178.2238 E elevation 428318.7 m,38.199,17.038,-43.562,313.33,336.466,67.796,0.001,0.001,-0.002
1086,2023-05-04 04:53:54.323413,IERS2010 latitude -49.8890 N longitude -177.9403 E elevation 428299.0 m,38.05,17.108,-43.517,312.929,336.481,67.999,0.002,0.002,-0.001
1087,2023-05-04 04:53:57.420078,IERS2010 latitude -49.8327 N longitude -177.6565 E elevation 428279.0 m,38.025,17.041,-43.001,313.091,336.658,68.53,0.007,0.0,-0.0
1088,2023-05-04 04:54:00.512525,IERS2010 latitude -49.7758 N longitude -177.3738 E elevation 428258.8 m,37.946,17.29,-42.739,312.98,336.709,68.553,0.003,0.0,0.0
1089,2023-05-04 04:54:03.608908,IERS2010 latitude -49.7181 N longitude -177.0919 E elevation 428238.3 m,38.071,17.623,-42.958,312.85,337.018,68.634,-0.0,0.002,0.001
1090,2023-05-04 04:54:06.712049,IERS2010 latitude -49.6597 N longitude -176.8106 E elevation 428217.5 m,38.116,17.849,-42.878,312.626,337.173,68.815,0.003,0.003,-0.003
1091,2023-05-04 04:54:09.814586,IERS2010 latitude -49.6003 N longitude -176.5290 E elevation 428196.3 m,38.06,17.755,-42.736,312.421,337.01,68.653,0.003,0.003,0.001
1092,2023-05-04 04:54:12.916080,IERS2010 latitude -49.5402 N longitude -176.2485 E elevation 428175.0 m,37.884,18.034,-42.596,312.043,336.752,68.719,0.001,0.003,0.001
1093,2023-05-04 04:54:16.007297,IERS2010 latitude -49.4794 N longitude -175.9687 E elevation 428153.3 m,38.062,18.095,-42.459,312.264,337.179,69.087,0.004,0.001,-0.001
1094,2023-05-04 04:54:19.103256,IERS2010 latitude -49.4180 N longitude -175.6905 E elevation 428131.5 m,38.007,18.071,-42.43,312.294,337.252,68.691,0.003,0.001,0.001
1095,2023-05-04 04:54:22.209701,IERS2010 latitude -49.3559 N longitude -175.4126 E elevation 428109.4 m,38.04,18.129,-42.533,312.373,337.476,68.445,0.003,-0.001,-0.002
1096,2023-05-04 04:54:25.312140,IERS2010 latitude -49.2928 N longitude -175.1346 E elevation 428087.0 m,37.935,18.161,-42.621,312.378,337.663,68.446,0.006,0.003,-0.001
1097,2023-05-04 04:54:28.413524,IERS2010 latitude -49.2290 N longitude -174.8577 E elevation 428064.3 m,38.006,18.309,-42.735,312.255,337.42,68.546,0.002,0.0,0.001
1098,2023-05-04 04:54:31.508035,IERS2010 latitude -49.1646 N longitude -174.5816 E elevation 428041.3 m,37.987,18.548,-42.888,312.035,337.5,69.052,0.005,0.003,-0.001
1099,2023-05-04 04:54:34.601989,IERS2010 latitude -49.0996 N longitude -174.3070 E elevation 428018.2 m,37.741,18.712,-42.679,311.702,337.358,69.265,0.003,-0.0,-0.0
1100,2023-05-04 04:54:37.695279,IERS2010 latitude -49.0338 N longitude -174.0331 E elevation 427994.8 m,37.881,18.585,-42.534,311.553,337.21,68.999,0.002,0.001,-0.0
1101,2023-05-04 04:54:40.790466,IERS2010 latitude -48.9673 N longitude -173.7596 E elevation 427971.2 m,38.117,18.475,-42.334,311.692,337.037,68.802,0.002,0.003,-0.001
1102,2023-05-04 04:54:43.885387,IERS2010 latitude -48.9002 N longitude -173.4873 E elevation 427947.3 m,38.063,18.684,-42.442,311.526,337.289,69.012,0.003,0.001,0.0
1103,2023-05-04 04:54:46.982250,IERS2010 latitude -48.8324 N longitude -173.2157 E elevation 427923.1 m,37.976,18.809,-42.238,311.034,337.234,69.419,0.001,0.002,-0.0
1104,2023-05-04 04:54:50.077809,IERS2010 latitude -48.7637 N longitude -172.9444 E elevation 427898.7 m,38.19,18.611,-42.235,311.103,337.221,69.376,0.001,0.002,0.001
1105,2023-05-04 04:54:53.173606,IERS2010 latitude -48.6944 N longitude -172.6741 E elevation 427874.0 m,38.13,18.669,-42.042,311.193,337.01,69.158,0.005,0.001,-0.0
1106,2023-05-04 04:54:56.272479,IERS2010 latitude -48.6244 N longitude -172.4046 E elevation 427849.1 m,37.959,18.995,-41.511,311.153,336.856,69.552,0.001,0.0,-0.001
1107,2023-05-04 04:54:59.371141,IERS2010 latitude -48.5536 N longitude -172.1355 E elevation 427823.9 m,38.004,19.097,-41.274,311.14,337.122,69.458,0.003,0.001,-0.001
1108,2023-05-04 04:55:02.469091,IERS2010 latitude -48.4821 N longitude -171.8673 E elevation 427798.5 m,37.875,19.357,-41.907,310.798,336.883,70.011,0.006,0.002,0.001
1109,2023-05-04 04:55:05.568031,IERS2010 latitude -48.4100 N longitude -171.6000 E elevation 427772.8 m,38.028,19.602,-42.088,310.633,336.787,70.229,0.001,0.002,0.001
1110,2023-05-04 04:55:08.673477,IERS2010 latitude -48.3372 N longitude -171.3331 E elevation 427746.8 m,38.028,18.965,-41.462,310.138,336.914,70.345,0.003,-0.0,-0.002
1111,2023-05-04 04:55:11.769660,IERS2010 latitude -48.2636 N longitude -171.0669 E elevation 427720.6 m,38.065,19.026,-41.417,310.165,337.118,69.591,0.002,0.002,-0.001
1112,2023-05-04 04:55:14.866376,IERS2010 latitude -48.1895 N longitude -170.8022 E elevation 427694.2 m,38.113,19.305,-41.396,310.565,336.838,69.608,0.001,0.001,-0.001
1113,2023-05-04 04:55:17.967532,IERS2010 latitude -48.1147 N longitude -170.5382 E elevation 427667.6 m,38.129,19.707,-41.596,310.268,336.984,69.36,0.003,0.001,0.001
1114,2023-05-04 04:55:21.065850,IERS2010 latitude -48.0392 N longitude -170.2746 E elevation 427640.6 m,38.109,20.001,-41.629,310.4,336.905,69.296,-0.001,0.004,0.001
1115,2023-05-04 04:55:24.155212,IERS2010 latitude -47.9630 N longitude -170.0120 E elevation 427613.5 m,38.025,20.127,-41.701,310.262,337.109,69.274,0.003,-0.0,-0.001
1116,2023-05-04 04:55:27.250924,IERS2010 latitude -47.8864 N longitude -169.7510 E elevation 427586.2 m,38.245,20.108,-41.576,310.273,337.175,69.192,0.004,0.001,-0.001
1117,2023-05-04 04:55:30.346892,IERS2010 latitude -47.8090 N longitude -169.4904 E elevation 427558.6 m,38.271,20.155,-41.156,309.685,336.855,69.155,0.005,0.0,0.001
