Counter,Date/time,Location,mag_x,mag_y,mag_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
845,2023-05-04 04:41:15.970683,IERS2010 latitude -39.7353 N longitude 115.2537 E elevation 424903.2 m,38.345,-0.296,-36.185,330.732,338.81,68.726,0.003,0.003,-0.001
846,2023-05-04 04:41:19.064628,IERS2010 latitude -39.8537 N longitude 115.4496 E elevation 424943.9 m,38.29,-0.203,-36.454,330.23,339.026,69.136,0.001,0.005,0.0
847,2023-05-04 04:41:22.159756,IERS2010 latitude -39.9718 N longitude 115.6464 E elevation 424984.6 m,38.113,0.266,-36.365,330.064,338.916,69.083,-0.001,0.004,-0.001
848,2023-05-04 04:41:25.255332,IERS2010 latitude -40.0895 N longitude 115.8439 E elevation 425025.2 m,38.26,0.552,-36.36,330.031,339.02,68.587,0.001,0.004,0.001
849,2023-05-04 04:41:28.353797,IERS2010 latitude -40.2069 N longitude 116.0423 E elevation 425065.6 m,38.301,0.365,-36.402,330.442,338.833,68.116,0.004,0.0,0.001
850,2023-05-04 04:41:31.452998,IERS2010 latitude -40.3240 N longitude 116.2416 E elevation 425106.0 m,38.296,0.447,-36.532,330.121,338.683,68.326,0.003,0.003,0.001
851,2023-05-04 04:41:35.361635,IERS2010 latitude -40.4722 N longitude 116.4957 E elevation 425157.1 m,38.197,0.523,-36.562,330.682,338.469,67.882,0.002,0.003,-0.002
852,2023-05-04 04:41:38.457137,IERS2010 latitude -40.5873 N longitude 116.6948 E elevation 425196.8 m,38.291,0.538,-36.656,330.663,338.61,67.977,0.005,0.003,-0.002
853,2023-05-04 04:41:41.552611,IERS2010 latitude -40.7031 N longitude 116.8964 E elevation 425236.8 m,38.936,0.585,-36.672,330.514,338.874,67.887,0.001,0.004,0.002
854,2023-05-04 04:41:44.652999,IERS2010 latitude -40.8184 N longitude 117.0986 E elevation 425276.6 m,38.742,0.542,-36.874,330.233,338.298,68.346,0.002,0.002,-0.0
855,2023-05-04 04:41:47.753305,IERS2010 latitude -40.9335 N longitude 117.3019 E elevation 425316.3 m,38.612,0.417,-37.064,330.276,338.536,68.4,0.004,0.005,-0.003
856,2023-05-04 04:41:50.859408,IERS2010 latitude -41.0481 N longitude 117.5057 E elevation 425355.9 m,38.588,0.501,-37.107,330.343,338.716,68.48,0.002,0.002,0.0
857,2023-05-04 04:41:53.960170,IERS2010 latitude -41.1625 N longitude 117.7109 E elevation 425395.4 m,38.479,0.574,-36.996,330.355,338.661,68.424,0.003,-0.0,-0.001
858,2023-05-04 04:41:57.055208,IERS2010 latitude -41.2764 N longitude 117.9163 E elevation 425434.8 m,38.412,0.573,-36.922,330.295,338.724,68.616,0.004,0.005,0.002
859,2023-05-04 04:42:00.150126,IERS2010 latitude -41.3896 N longitude 118.1223 E elevation 425473.9 m,38.402,0.651,-37.248,329.758,338.952,69.048,0.003,0.001,-0.001
860,2023-05-04 04:42:03.250605,IERS2010 latitude -41.5024 N longitude 118.3289 E elevation 425512.9 m,38.47,0.432,-37.366,329.429,339.164,68.833,0.002,0.003,0.0
861,2023-05-04 04:42:07.138335,IERS2010 latitude -41.6443 N longitude 118.5910 E elevation 425562.0 m,38.484,0.719,-37.246,328.994,339.315,68.962,0.005,0.003,-0.0
862,2023-05-04 04:42:10.233657,IERS2010 latitude -41.7554 N longitude 118.7982 E elevation 425600.4 m,38.395,0.644,-37.43,328.942,338.962,68.987,0.002,0.004,0.001
863,2023-05-04 04:42:13.336705,IERS2010 latitude -41.8669 N longitude 119.0075 E elevation 425639.0 m,38.48,0.733,-37.918,329.057,339.204,69.18,0.004,0.003,-0.001
864,2023-05-04 04:42:16.435971,IERS2010 latitude -41.9782 N longitude 119.2181 E elevation 425677.5 m,38.496,0.569,-38.212,329.194,338.783,69.236,0.005,0.001,-0.001
865,2023-05-04 04:42:19.531812,IERS2010 latitude -42.0889 N longitude 119.4289 E elevation 425715.8 m,38.551,0.558,-38.397,329.218,338.683,68.785,0.003,0.002,0.002
866,2023-05-04 04:42:22.627079,IERS2010 latitude -42.1990 N longitude 119.6405 E elevation 425753.9 m,38.481,0.31,-38.495,329.075,338.965,68.765,0.002,0.002,-0.002
867,2023-05-04 04:42:25.719313,IERS2010 latitude -42.3087 N longitude 119.8527 E elevation 425791.9 m,38.759,0.405,-38.33,328.97,338.948,68.817,0.004,0.001,-0.001
868,2023-05-04 04:42:28.814500,IERS2010 latitude -42.4178 N longitude 120.0655 E elevation 425829.6 m,38.639,0.465,-38.433,329.442,339.112,68.055,0.002,0.005,-0.001
869,2023-05-04 04:42:31.909304,IERS2010 latitude -42.5265 N longitude 120.2793 E elevation 425867.3 m,38.58,0.641,-38.512,329.246,338.911,68.199,0.001,0.005,-0.001
870,2023-05-04 04:42:35.003514,IERS2010 latitude -42.6349 N longitude 120.4939 E elevation 425904.8 m,38.564,0.759,-38.652,329.138,338.79,68.244,0.002,0.001,-0.001
871,2023-05-04 04:42:38.684813,IERS2010 latitude -42.7637 N longitude 120.7515 E elevation 425949.4 m,38.538,1.0,-38.713,328.868,339.013,68.173,0.002,0.001,0.001
872,2023-05-04 04:42:41.779742,IERS2010 latitude -42.8703 N longitude 120.9662 E elevation 425986.3 m,38.657,1.174,-38.694,329.091,339.447,67.872,0.003,0.004,-0.001
873,2023-05-04 04:42:44.879752,IERS2010 latitude -42.9772 N longitude 121.1834 E elevation 426023.3 m,38.613,1.154,-38.624,329.224,339.005,67.787,0.005,0.001,-0.0
874,2023-05-04 04:42:47.986253,IERS2010 latitude -43.0838 N longitude 121.4017 E elevation 426060.2 m,38.516,1.457,-38.872,329.303,338.732,67.428,0.003,0.004,0.0
875,2023-05-04 04:42:51.088808,IERS2010 latitude -43.1901 N longitude 121.6214 E elevation 426097.0 m,38.501,1.423,-39.132,329.11,338.736,67.614,0.003,0.004,-0.0
876,2023-05-04 04:42:54.192906,IERS2010 latitude -43.2959 N longitude 121.8415 E elevation 426133.6 m,38.477,1.394,-39.001,328.769,338.405,67.983,0.002,0.003,-0.001
877,2023-05-04 04:42:57.284140,IERS2010 latitude -43.4010 N longitude 122.0622 E elevation 426170.0 m,38.45,1.398,-39.366,328.718,338.411,67.532,-0.0,0.003,-0.001
878,2023-05-04 04:43:00.379994,IERS2010 latitude -43.5054 N longitude 122.2830 E elevation 426206.2 m,38.378,1.36,-39.185,328.7,338.196,67.576,0.002,0.002,0.0
879,2023-05-04 04:43:03.478243,IERS2010 latitude -43.6094 N longitude 122.5050 E elevation 426242.2 m,38.619,1.25,-39.087,329.24,338.3,67.22,0.005,0.004,-0.001
880,2023-05-04 04:43:06.576829,IERS2010 latitude -43.7130 N longitude 122.7280 E elevation 426278.0 m,38.723,1.309,-39.112,329.575,338.411,67.572,0.001,0.002,-0.0
881,2023-05-04 04:43:10.460410,IERS2010 latitude -43.8431 N longitude 123.0104 E elevation 426323.0 m,38.852,1.351,-38.927,329.462,338.321,67.499,0.002,0.003,-0.001
882,2023-05-04 04:43:13.558327,IERS2010 latitude -43.9447 N longitude 123.2332 E elevation 426358.2 m,38.814,1.42,-38.85,329.123,338.425,67.821,0.004,0.006,0.0
883,2023-05-04 04:43:16.659530,IERS2010 latitude -44.0468 N longitude 123.4589 E elevation 426393.5 m,38.696,1.262,-39.219,329.16,338.307,67.921,0.007,0.004,-0.002
884,2023-05-04 04:43:19.758976,IERS2010 latitude -44.1483 N longitude 123.6853 E elevation 426428.6 m,38.45,1.461,-39.507,329.184,338.399,68.682,0.004,0.001,-0.001
885,2023-05-04 04:43:22.862670,IERS2010 latitude -44.2494 N longitude 123.9128 E elevation 426463.6 m,38.509,1.502,-39.672,328.964,338.363,68.674,0.003,0.001,-0.0
886,2023-05-04 04:43:25.959591,IERS2010 latitude -44.3501 N longitude 124.1413 E elevation 426498.4 m,37.97,1.506,-39.672,328.9,338.635,69.067,0.004,0.002,-0.001
887,2023-05-04 04:43:29.052454,IERS2010 latitude -44.4500 N longitude 124.3699 E elevation 426532.9 m,38.233,1.636,-39.661,329.137,338.484,69.139,0.001,0.005,0.0
888,2023-05-04 04:43:32.155624,IERS2010 latitude -44.5493 N longitude 124.5992 E elevation 426567.2 m,38.292,1.911,-39.653,329.078,338.336,68.784,0.001,0.002,0.003
889,2023-05-04 04:43:35.254309,IERS2010 latitude -44.6484 N longitude 124.8301 E elevation 426601.5 m,38.587,2.201,-39.751,329.3,338.304,68.912,0.001,0.001,-0.002
890,2023-05-04 04:43:38.353841,IERS2010 latitude -44.7469 N longitude 125.0614 E elevation 426635.5 m,38.67,2.209,-39.848,329.164,338.477,68.373,0.002,0.002,-0.001
891,2023-05-04 04:43:42.271958,IERS2010 latitude -44.8716 N longitude 125.3575 E elevation 426678.6 m,38.544,2.081,-40.235,329.364,338.134,68.174,0.002,0.003,0.0
892,2023-05-04 04:43:45.363778,IERS2010 latitude -44.9679 N longitude 125.5884 E elevation 426711.8 m,38.746,2.041,-40.48,329.358,338.156,68.104,0.003,0.002,0.001
893,2023-05-04 04:43:48.456769,IERS2010 latitude -45.0643 N longitude 125.8219 E elevation 426745.1 m,38.874,2.028,-40.366,329.261,338.235,68.065,0.002,0.003,-0.001
894,2023-05-04 04:43:51.554851,IERS2010 latitude -45.1603 N longitude 126.0562 E elevation 426778.2 m,38.954,2.644,-40.648,328.969,338.009,68.101,0.001,0.0,0.002
895,2023-05-04 04:43:54.650947,IERS2010 latitude -45.2560 N longitude 126.2921 E elevation 426811.2 m,38.726,2.719,-40.797,328.481,337.842,68.249,0.001,0.001,-0.001
896,2023-05-04 04:43:57.745780,IERS2010 latitude -45.3510 N longitude 126.5283 E elevation 426844.0 m,38.528,2.585,-40.586,328.489,338.112,68.006,0.002,0.004,-0.0
897,2023-05-04 04:44:00.846234,IERS2010 latitude -45.4455 N longitude 126.7657 E elevation 426876.6 m,39.2,2.624,-40.5,328.498,337.719,67.968,0.004,0.003,-0.002
898,2023-05-04 04:44:03.945029,IERS2010 latitude -45.5395 N longitude 127.0039 E elevation 426909.0 m,38.945,2.667,-40.487,328.468,338.109,67.715,0.001,0.003,-0.001
899,2023-05-04 04:44:07.039730,IERS2010 latitude -45.6330 N longitude 127.2430 E elevation 426941.2 m,38.711,2.731,-40.025,328.303,337.974,67.312,-0.001,0.002,-0.002
900,2023-05-04 04:44:10.136152,IERS2010 latitude -45.7257 N longitude 127.4825 E elevation 426973.1 m,39.04,2.65,-40.34,328.19,338.429,67.383,0.006,0.002,-0.0
901,2023-05-04 04:44:13.826682,IERS2010 latitude -45.8361 N longitude 127.7707 E elevation 427011.1 m,39.103,2.179,-40.4,328.068,338.583,67.527,0.002,0.002,-0.002
902,2023-05-04 04:44:16.930336,IERS2010 latitude -45.9272 N longitude 128.0108 E elevation 427042.5 m,38.895,2.656,-40.621,327.856,338.576,67.471,-0.002,0.002,-0.0
903,2023-05-04 04:44:20.029949,IERS2010 latitude -46.0185 N longitude 128.2539 E elevation 427073.9 m,38.741,2.737,-40.884,327.665,338.591,67.496,0.002,0.003,0.0
904,2023-05-04 04:44:23.124657,IERS2010 latitude -46.1090 N longitude 128.4973 E elevation 427105.0 m,38.57,2.828,-40.753,327.537,338.366,67.215,0.0,0.003,-0.001
905,2023-05-04 04:44:26.220319,IERS2010 latitude -46.1988 N longitude 128.7412 E elevation 427135.9 m,38.717,2.808,-40.846,327.16,338.535,67.369,0.002,0.004,-0.001
906,2023-05-04 04:44:29.315240,IERS2010 latitude -46.2880 N longitude 128.9859 E elevation 427166.5 m,38.82,3.013,-41.295,327.109,338.691,67.285,0.0,0.003,-0.001
907,2023-05-04 04:44:32.411311,IERS2010 latitude -46.3767 N longitude 129.2316 E elevation 427197.0 m,38.791,3.582,-41.483,327.375,338.523,67.417,0.005,0.002,0.0
908,2023-05-04 04:44:35.514798,IERS2010 latitude -46.4647 N longitude 129.4779 E elevation 427227.2 m,38.664,3.598,-41.23,327.415,338.705,67.63,0.003,0.002,-0.001
909,2023-05-04 04:44:38.610996,IERS2010 latitude -46.5525 N longitude 129.7259 E elevation 427257.3 m,39.077,3.498,-41.558,326.895,338.497,68.263,0.003,0.003,0.0
910,2023-05-04 04:44:41.709679,IERS2010 latitude -46.6394 N longitude 129.9742 E elevation 427287.1 m,38.89,3.427,-41.53,326.403,338.468,68.689,0.006,0.003,-0.003
911,2023-05-04 04:44:45.358410,IERS2010 latitude -46.7418 N longitude 130.2699 E elevation 427322.2 m,38.723,3.453,-41.504,326.663,338.545,68.628,0.002,0.002,-0.0
912,2023-05-04 04:44:48.460689,IERS2010 latitude -46.8267 N longitude 130.5179 E elevation 427351.3 m,38.941,3.955,-41.314,326.184,338.703,69.118,0.002,0.001,-0.0
913,2023-05-04 04:44:51.556775,IERS2010 latitude -46.9119 N longitude 130.7692 E elevation 427380.5 m,38.745,3.749,-41.521,326.056,338.369,68.531,0.002,0.001,0.003
914,2023-05-04 04:44:54.647658,IERS2010 latitude -46.9963 N longitude 131.0209 E elevation 427409.4 m,38.629,3.692,-41.351,325.897,338.568,68.35,0.002,0.001,-0.0
915,2023-05-04 04:44:57.741953,IERS2010 latitude -47.0799 N longitude 131.2730 E elevation 427438.0 m,38.609,3.509,-41.472,325.309,338.191,68.175,0.003,0.006,-0.002
916,2023-05-04 04:45:00.831492,IERS2010 latitude -47.1630 N longitude 131.5261 E elevation 427466.4 m,38.835,3.824,-41.45,325.049,338.167,67.947,0.001,0.003,-0.0
917,2023-05-04 04:45:03.924656,IERS2010 latitude -47.2454 N longitude 131.7796 E elevation 427494.5 m,38.798,4.086,-41.623,324.64,337.824,68.33,0.004,0.001,0.0
918,2023-05-04 04:45:07.028659,IERS2010 latitude -47.3273 N longitude 132.0345 E elevation 427522.5 m,38.643,4.053,-41.857,324.597,337.62,68.378,0.006,0.003,-0.002
919,2023-05-04 04:45:10.125566,IERS2010 latitude -47.4087 N longitude 132.2910 E elevation 427550.3 m,38.456,4.168,-42.051,324.329,337.312,68.306,0.001,0.002,0.001
920,2023-05-04 04:45:13.226381,IERS2010 latitude -47.4894 N longitude 132.5476 E elevation 427577.8 m,38.366,4.264,-42.274,324.195,337.205,67.962,-0.001,0.001,0.001
921,2023-05-04 04:45:16.906939,IERS2010 latitude -47.5852 N longitude 132.8562 E elevation 427610.5 m,38.624,4.361,-42.531,324.625,337.304,67.862,0.002,0.002,0.002
922,2023-05-04 04:45:20.002240,IERS2010 latitude -47.6637 N longitude 133.1122 E elevation 427637.3 m,38.631,4.359,-42.221,324.518,337.346,67.563,0.004,0.001,0.001
923,2023-05-04 04:45:23.098664,IERS2010 latitude -47.7423 N longitude 133.3714 E elevation 427664.0 m,38.763,4.515,-42.363,324.391,337.526,67.724,0.001,0.004,-0.002
924,2023-05-04 04:45:26.199485,IERS2010 latitude -47.8205 N longitude 133.6320 E elevation 427690.6 m,38.528,4.592,-42.048,324.181,336.977,67.807,0.002,-0.001,-0.001
925,2023-05-04 04:45:29.296048,IERS2010 latitude -47.8978 N longitude 133.8930 E elevation 427716.9 m,38.366,4.675,-41.975,323.646,336.559,67.948,0.0,0.002,-0.0
926,2023-05-04 04:45:32.385375,IERS2010 latitude -47.9745 N longitude 134.1548 E elevation 427743.0 m,38.465,4.792,-42.013,323.416,336.583,67.632,0.001,0.004,-0.0
927,2023-05-04 04:45:35.481072,IERS2010 latitude -48.0503 N longitude 134.4167 E elevation 427768.8 m,38.477,4.916,-42.187,323.088,336.784,67.852,0.001,0.002,0.0
928,2023-05-04 04:45:38.575881,IERS2010 latitude -48.1256 N longitude 134.6798 E elevation 427794.3 m,38.494,4.542,-42.445,323.044,336.868,67.736,0.002,0.003,-0.004
929,2023-05-04 04:45:41.673667,IERS2010 latitude -48.2002 N longitude 134.9437 E elevation 427819.6 m,38.675,4.805,-42.288,322.803,336.857,67.543,-0.003,0.001,0.001
930,2023-05-04 04:45:44.767328,IERS2010 latitude -48.2743 N longitude 135.2090 E elevation 427844.8 m,39.014,4.884,-42.25,323.017,337.175,67.434,0.002,-0.0,-0.0
931,2023-05-04 04:45:48.474142,IERS2010 latitude -48.3625 N longitude 135.5289 E elevation 427874.7 m,38.967,4.759,-42.264,322.635,336.996,67.453,0.004,0.0,-0.0
932,2023-05-04 04:45:51.566043,IERS2010 latitude -48.4344 N longitude 135.7934 E elevation 427899.0 m,38.795,4.783,-42.201,322.384,336.793,67.399,0.0,0.002,-0.0
933,2023-05-04 04:45:54.667604,IERS2010 latitude -48.5062 N longitude 136.0606 E elevation 427923.3 m,38.652,4.91,-42.464,322.491,336.382,67.621,0.003,-0.001,0.001
934,2023-05-04 04:45:57.763378,IERS2010 latitude -48.5775 N longitude 136.3293 E elevation 427947.4 m,38.619,4.978,-42.561,322.491,336.421,67.45,0.002,0.003,-0.001
935,2023-05-04 04:46:00.853437,IERS2010 latitude -48.6479 N longitude 136.5980 E elevation 427971.2 m,38.458,5.051,-42.603,322.405,336.508,67.642,0.003,0.001,-0.001
936,2023-05-04 04:46:03.943317,IERS2010 latitude -48.7176 N longitude 136.8676 E elevation 427994.7 m,38.638,5.162,-42.638,322.035,336.46,67.74,0.003,0.001,-0.002
937,2023-05-04 04:46:07.042442,IERS2010 latitude -48.7865 N longitude 137.1374 E elevation 428018.0 m,38.474,5.257,-42.596,322.146,336.307,67.931,0.004,0.002,-0.001
938,2023-05-04 04:46:10.136531,IERS2010 latitude -48.8549 N longitude 137.4089 E elevation 428041.0 m,38.816,5.234,-42.441,321.666,336.222,68.195,0.003,0.002,0.0
939,2023-05-04 04:46:13.228794,IERS2010 latitude -48.9226 N longitude 137.6810 E elevation 428063.8 m,38.42,5.355,-42.569,321.737,336.362,67.76,0.001,0.003,-0.002
940,2023-05-04 04:46:16.323514,IERS2010 latitude -48.9895 N longitude 137.9535 E elevation 428086.3 m,38.522,5.29,-42.987,321.703,336.125,67.568,0.001,0.001,-0.002
941,2023-05-04 04:46:19.965581,IERS2010 latitude -49.0679 N longitude 138.2778 E elevation 428112.7 m,38.744,5.52,-43.089,321.921,336.384,66.826,0.003,0.002,0.001
942,2023-05-04 04:46:23.067760,IERS2010 latitude -49.1327 N longitude 138.5498 E elevation 428134.5 m,38.534,5.603,-43.002,321.69,336.039,66.888,0.0,0.002,0.001
943,2023-05-04 04:46:26.159549,IERS2010 latitude -49.1976 N longitude 138.8258 E elevation 428156.3 m,38.764,5.655,-42.872,321.397,336.087,66.906,0.004,0.002,-0.0
944,2023-05-04 04:46:29.253065,IERS2010 latitude -49.2615 N longitude 139.1014 E elevation 428177.7 m,38.698,5.793,-42.985,321.417,336.162,66.918,0.002,0.001,-0.0
945,2023-05-04 04:46:32.348288,IERS2010 latitude -49.3246 N longitude 139.3778 E elevation 428198.9 m,39.096,5.733,-43.669,321.404,336.409,67.527,0.003,0.004,0.0
946,2023-05-04 04:46:35.443799,IERS2010 latitude -49.3871 N longitude 139.6551 E elevation 428219.9 m,38.854,6.069,-44.069,320.959,336.393,67.808,0.001,0.002,0.0
947,2023-05-04 04:46:38.543089,IERS2010 latitude -49.4490 N longitude 139.9335 E elevation 428240.6 m,38.71,6.289,-43.775,320.458,336.313,68.31,0.002,0.001,-0.003
948,2023-05-04 04:46:41.649112,IERS2010 latitude -49.5101 N longitude 140.2128 E elevation 428261.0 m,38.652,6.418,-43.4,320.589,336.274,67.829,0.001,0.004,-0.002
949,2023-05-04 04:46:44.750203,IERS2010 latitude -49.5706 N longitude 140.4932 E elevation 428281.2 m,38.641,6.485,-43.418,320.818,336.339,67.129,0.004,0.002,-0.001
950,2023-05-04 04:46:47.845343,IERS2010 latitude -49.6303 N longitude 140.7741 E elevation 428301.2 m,38.513,6.373,-44.114,320.661,336.132,67.059,0.003,0.002,-0.002
951,2023-05-04 04:46:51.505968,IERS2010 latitude -49.7003 N longitude 141.1089 E elevation 428324.5 m,38.304,6.533,-44.098,321.022,336.484,66.567,-0.001,-0.0,-0.0
952,2023-05-04 04:46:54.617469,IERS2010 latitude -49.7577 N longitude 141.3884 E elevation 428343.7 m,38.225,6.866,-44.051,320.82,336.05,66.394,0.001,0.001,-0.0
953,2023-05-04 04:46:57.718036,IERS2010 latitude -49.8152 N longitude 141.6724 E elevation 428362.8 m,38.373,6.841,-44.035,320.655,336.104,66.291,0.003,0.002,-0.002
954,2023-05-04 04:47:00.812693,IERS2010 latitude -49.8717 N longitude 141.9560 E elevation 428381.6 m,38.173,6.776,-43.982,320.406,336.277,66.058,0.003,0.002,-0.002
955,2023-05-04 04:47:03.903931,IERS2010 latitude -49.9273 N longitude 142.2399 E elevation 428400.1 m,38.12,6.782,-44.107,319.901,336.094,66.105,0.002,0.0,-0.002
956,2023-05-04 04:47:07.002858,IERS2010 latitude -49.9822 N longitude 142.5241 E elevation 428418.3 m,38.264,6.688,-43.752,319.518,336.117,66.51,0.003,0.002,-0.001
957,2023-05-04 04:47:10.098130,IERS2010 latitude -50.0364 N longitude 142.8099 E elevation 428436.3 m,38.225,6.503,-43.675,319.12,336.03,67.071,0.002,0.002,-0.002
958,2023-05-04 04:47:13.200895,IERS2010 latitude -50.0898 N longitude 143.0958 E elevation 428454.0 m,38.869,6.756,-43.931,318.478,336.232,67.645,0.002,-0.0,-0.001
959,2023-05-04 04:47:16.303050,IERS2010 latitude -50.1425 N longitude 143.3831 E elevation 428471.5 m,38.581,6.934,-44.185,318.258,336.288,68.112,0.001,0.002,0.001
960,2023-05-04 04:47:19.404710,IERS2010 latitude -50.1944 N longitude 143.6710 E elevation 428488.7 m,38.325,6.837,-44.223,317.996,336.196,67.97,-0.001,0.001,0.0
961,2023-05-04 04:47:23.322677,IERS2010 latitude -50.2594 N longitude 144.0380 E elevation 428510.1 m,38.24,6.804,-44.183,317.937,336.557,68.674,0.001,0.001,-0.002
962,2023-05-04 04:47:26.418458,IERS2010 latitude -50.3091 N longitude 144.3248 E elevation 428526.5 m,38.311,6.876,-44.081,317.981,336.431,68.773,0.001,0.003,0.0
963,2023-05-04 04:47:29.516948,IERS2010 latitude -50.3584 N longitude 144.6144 E elevation 428542.8 m,38.513,6.96,-44.047,318.064,336.387,69.104,0.003,0.003,-0.001
964,2023-05-04 04:47:32.622599,IERS2010 latitude -50.4069 N longitude 144.9045 E elevation 428558.8 m,38.602,6.983,-44.092,317.891,335.963,69.36,0.001,0.001,-0.0
965,2023-05-04 04:47:35.716747,IERS2010 latitude -50.4548 N longitude 145.1960 E elevation 428574.5 m,38.039,7.342,-44.01,317.721,335.888,69.628,0.002,0.001,-0.001
966,2023-05-04 04:47:38.809438,IERS2010 latitude -50.5017 N longitude 145.4871 E elevation 428589.9 m,38.148,7.42,-43.468,317.227,336.053,69.095,0.003,0.001,-0.001
967,2023-05-04 04:47:41.901406,IERS2010 latitude -50.5477 N longitude 145.7786 E elevation 428605.0 m,38.168,7.312,-43.724,316.688,335.99,69.594,0.003,-0.0,0.002
968,2023-05-04 04:47:44.997453,IERS2010 latitude -50.5930 N longitude 146.0704 E elevation 428619.9 m,38.251,7.382,-44.11,316.418,335.964,69.318,0.001,-0.0,0.001
969,2023-05-04 04:47:48.096738,IERS2010 latitude -50.6375 N longitude 146.3638 E elevation 428634.5 m,38.324,7.569,-44.438,316.394,335.97,69.03,0.003,0.004,-0.001
970,2023-05-04 04:47:51.192623,IERS2010 latitude -50.6813 N longitude 146.6576 E elevation 428648.8 m,38.231,7.448,-44.653,316.728,335.892,69.079,0.003,0.003,0.001
971,2023-05-04 04:47:54.862291,IERS2010 latitude -50.7323 N longitude 147.0083 E elevation 428665.5 m,38.17,7.953,-44.764,317.117,335.798,68.863,0.0,0.002,-0.001
972,2023-05-04 04:47:57.954903,IERS2010 latitude -50.7740 N longitude 147.3012 E elevation 428679.1 m,38.143,8.138,-44.407,317.021,335.712,69.114,0.0,0.002,0.001
973,2023-05-04 04:48:01.051186,IERS2010 latitude -50.8151 N longitude 147.5961 E elevation 428692.4 m,38.234,8.123,-44.596,317.172,335.998,69.152,0.003,0.003,-0.0
974,2023-05-04 04:48:04.143347,IERS2010 latitude -50.8554 N longitude 147.8920 E elevation 428705.6 m,38.457,8.027,-44.501,317.416,336.061,68.766,0.003,-0.0,-0.002
975,2023-05-04 04:48:07.249455,IERS2010 latitude -50.8949 N longitude 148.1882 E elevation 428718.4 m,38.574,8.002,-44.373,317.367,336.757,68.852,0.001,0.003,-0.003
976,2023-05-04 04:48:10.344663,IERS2010 latitude -50.9337 N longitude 148.4860 E elevation 428731.0 m,38.492,7.834,-44.46,317.195,336.55,69.328,0.005,0.001,-0.001
977,2023-05-04 04:48:13.447183,IERS2010 latitude -50.9716 N longitude 148.7835 E elevation 428743.2 m,38.159,7.939,-44.673,317.37,336.759,69.416,0.003,0.003,0.0
978,2023-05-04 04:48:16.532499,IERS2010 latitude -51.0086 N longitude 149.0814 E elevation 428755.2 m,37.924,7.876,-44.776,317.342,337.021,69.348,0.003,0.004,-0.001
979,2023-05-04 04:48:19.629584,IERS2010 latitude -51.0448 N longitude 149.3794 E elevation 428766.9 m,38.191,7.945,-44.634,317.452,337.366,69.277,0.001,0.0,-0.001
980,2023-05-04 04:48:22.729505,IERS2010 latitude -51.0802 N longitude 149.6784 E elevation 428778.3 m,37.99,8.491,-44.449,317.883,337.457,68.825,0.001,0.003,-0.001
981,2023-05-04 04:48:25.829295,IERS2010 latitude -51.1148 N longitude 149.9783 E elevation 428789.4 m,37.917,8.42,-44.441,318.023,337.22,68.587,0.004,0.002,-0.001
982,2023-05-04 04:48:28.917454,IERS2010 latitude -51.1485 N longitude 150.2783 E elevation 428800.3 m,38.035,8.653,-44.218,318.107,337.208,68.287,-0.001,0.003,-0.0
983,2023-05-04 04:48:32.013027,IERS2010 latitude -51.1813 N longitude 150.5779 E elevation 428810.8 m,38.112,8.773,-44.324,318.113,336.877,68.098,0.001,0.002,0.0
984,2023-05-04 04:48:35.104564,IERS2010 latitude -51.2134 N longitude 150.8786 E elevation 428821.0 m,38.298,8.654,-44.582,317.835,337.244,68.726,0.004,0.004,-0.002
985,2023-05-04 04:48:38.199049,IERS2010 latitude -51.2445 N longitude 151.1797 E elevation 428831.0 m,38.437,9.28,-44.603,317.695,337.275,68.602,0.002,0.004,-0.002
986,2023-05-04 04:48:41.287517,IERS2010 latitude -51.2749 N longitude 151.4807 E elevation 428840.6 m,38.445,8.964,-44.599,317.767,336.993,68.223,0.001,0.001,-0.0
987,2023-05-04 04:48:44.382278,IERS2010 latitude -51.3043 N longitude 151.7820 E elevation 428850.0 m,38.566,8.919,-44.602,318.057,337.076,68.037,0.004,0.001,0.0
988,2023-05-04 04:48:47.478723,IERS2010 latitude -51.3330 N longitude 152.0843 E elevation 428859.1 m,38.39,9.147,-44.715,318.253,336.992,67.898,0.002,-0.001,-0.002
989,2023-05-04 04:48:50.573740,IERS2010 latitude -51.3608 N longitude 152.3869 E elevation 428867.9 m,38.133,9.267,-44.947,317.966,337.129,67.691,0.002,0.002,0.001
990,2023-05-04 04:48:53.674830,IERS2010 latitude -51.3877 N longitude 152.6901 E elevation 428876.4 m,38.353,9.506,-45.048,317.917,337.19,67.509,0.002,0.002,-0.0
991,2023-05-04 04:48:57.582199,IERS2010 latitude -51.4207 N longitude 153.0746 E elevation 428886.7 m,38.512,9.503,-45.115,317.72,336.975,67.077,0.003,0.001,-0.002
992,2023-05-04 04:49:00.678185,IERS2010 latitude -51.4457 N longitude 153.3777 E elevation 428894.6 m,38.327,9.387,-44.78,317.402,337.032,67.143,0.004,0.001,-0.002
993,2023-05-04 04:49:03.781014,IERS2010 latitude -51.4698 N longitude 153.6821 E elevation 428902.1 m,38.228,9.572,-44.927,316.993,337.149,67.523,0.003,0.004,-0.002
994,2023-05-04 04:49:06.874057,IERS2010 latitude -51.4932 N longitude 153.9871 E elevation 428909.4 m,38.325,9.457,-44.708,316.448,337.022,67.42,0.003,0.001,-0.002
